member_id,client_id,plan_tier
M001051,CL0013,Gold
M001052,CL0050,Bronze
M001053,CL0033,Bronze
M001054,CL0033,Silver
M001055,CL0037,Gold
M001056,CL0037,Bronze
M001057,CL0043,Silver
M001058,CL0032,Silver
M001059,CL0032,Bronze
M001060,CL0020,Silver
M001061,CL0012,Gold
M001062,CL0036,Bronze
M001063,CL0003,Bronze
M001064,CL0019,Gold
M001065,CL0012,Gold
M001066,CL0015,Silver
M001067,CL0033,Bronze
M001068,CL0033,Bronze
M001069,CL0031,Bronze
M001070,CL0012,Bronze
M001071,CL0031,Silver
M001072,CL0024,Bronze
M001073,CL0037,Bronze
M001074,CL0033,Silver
M001075,CL0032,Bronze
M001076,CL0032,Bronze
M001077,CL0050,Silver
M001078,CL0040,Bronze
M001079,CL0032,Silver
M001080,CL0032,Bronze
M001081,CL0003,Bronze
M001082,CL0050,Silver
M001083,CL0020,Silver
M001084,CL0016,Bronze
M001085,CL0050,Gold
M001086,CL0037,Gold
M001087,CL0010,Silver
M001088,CL0010,Bronze
M001089,CL0003,Bronze
M001090,CL0033,Gold
M001091,CL0010,Bronze
M001092,CL0050,Bronze
M001093,CL0050,Silver
M001094,CL0033,Bronze
M001095,CL0033,Bronze
M001096,CL0019,Bronze
M001097,CL0010,Silver
M001098,CL0037,Bronze
M001099,CL0012,Gold
M001100,CL0012,Silver
M001101,CL0020,Bronze
M001102,CL0001,Gold
M001103,CL0031,Silver
M001104,CL0037,Silver
M001105,CL0042,Bronze
M001106,CL0033,Silver
M001107,CL0043,Gold
M001108,CL0031,Gold
M001109,CL0043,Silver
M001110,CL0032,Silver
M001111,CL0016,Gold
M001112,CL0050,Bronze
M001113,CL0019,Silver
M001114,CL0003,Silver
M001115,CL0016,Silver
M001116,CL0026,Bronze
M001117,CL0023,Bronze
M001118,CL0032,Bronze
M001119,CL0043,Gold
M001120,CL0019,Silver
M001121,CL0032,Gold
M001122,CL0020,Gold
M001123,CL0043,Silver
M001124,CL0014,Silver
M001125,CL0012,Silver
M001126,CL0032,Gold
M001127,CL0037,Silver
M001128,CL0041,Gold
M001129,CL0033,Gold
M001130,CL0040,Bronze
M001131,CL0030,Silver
M001132,CL0003,Bronze
M001133,CL0013,Silver
M001134,CL0007,Bronze
M001135,CL0020,Silver
M001136,CL0032,Gold
M001137,CL0024,Bronze
M001138,CL0033,Bronze
M001139,CL0032,Silver
M001140,CL0037,Bronze
M001141,CL0036,Bronze
M001142,CL0020,Silver
M001143,CL0021,Silver
M001144,CL0033,Silver
M001145,CL0033,Bronze
M001146,CL0020,Silver
M001147,CL0020,Gold
M001148,CL0037,Silver
M001149,CL0033,Silver
M001150,CL0013,Silver
M001151,CL0032,Bronze
M001152,CL0043,Bronze
M001153,CL0005,Silver
M001154,CL0043,Bronze
M001155,CL0015,Silver
M001156,CL0032,Silver
M001157,CL0031,Silver
M001158,CL0001,Silver
M001159,CL0046,Bronze
M001160,CL0032,Silver
M001161,CL0050,Silver
M001162,CL0019,Silver
M001163,CL0043,Gold
M001164,CL0048,Gold
M001165,CL0033,Silver
M001166,CL0016,Bronze
M001167,CL0037,Bronze
M001168,CL0033,Bronze
M001169,CL0050,Bronze
M001170,CL0032,Bronze
M001171,CL0017,Silver
M001172,CL0013,Silver
M001173,CL0037,Bronze
M001174,CL0050,Silver
M001175,CL0003,Gold
M001176,CL0037,Bronze
M001177,CL0048,Bronze
M001178,CL0011,Silver
M001179,CL0012,Bronze
M001180,CL0037,Bronze
M001181,CL0033,Silver
M001182,CL0010,Silver
M001183,CL0043,Gold
M001184,CL0032,Bronze
M001185,CL0045,Gold
M001186,CL0043,Bronze
M001187,CL0042,Silver
M001188,CL0032,Bronze
M001189,CL0016,Bronze
M001190,CL0032,Gold
M001191,CL0012,Bronze
M001192,CL0036,Bronze
M001193,CL0013,Silver
M001194,CL0032,Bronze
M001195,CL0010,Silver
M001196,CL0019,Gold
M001197,CL0016,Bronze
M001198,CL0033,Bronze
M001199,CL0040,Silver
M001200,CL0010,Gold
M001201,CL0043,Gold
M001202,CL0043,Gold
M001203,CL0020,Silver
M001204,CL0036,Silver
M001205,CL0031,Gold
M001206,CL0013,Gold
M001207,CL0032,Bronze
M001208,CL0012,Silver
M001209,CL0043,Gold
M001210,CL0048,Gold
M001211,CL0043,Silver
M001212,CL0033,Silver
M001213,CL0033,Gold
M001214,CL0050,Bronze
M001215,CL0016,Silver
M001216,CL0011,Gold
M001217,CL0033,Silver
M001218,CL0020,Gold
M001219,CL0020,Bronze
M001220,CL0001,Bronze
M001221,CL0033,Bronze
M001222,CL0016,Bronze
M001223,CL0015,Silver
M001224,CL0008,Silver
M001225,CL0026,Bronze
M001226,CL0043,Silver
M001227,CL0020,Silver
M001228,CL0037,Bronze
M001229,CL0040,Silver
M001230,CL0020,Silver
M001231,CL0043,Bronze
M001232,CL0037,Gold
M001233,CL0033,Silver
M001234,CL0001,Silver
M001235,CL0003,Bronze
M001236,CL0050,Silver
M001237,CL0040,Bronze
M001238,CL0050,Gold
M001239,CL0045,Bronze
M001240,CL0001,Bronze
M001241,CL0041,Silver
M001242,CL0032,Silver
M001243,CL0040,Silver
M001244,CL0001,Bronze
M001245,CL0019,Gold
M001246,CL0038,Silver
M001247,CL0041,Silver
M001248,CL0033,Bronze
M001249,CL0019,Silver
M001250,CL0020,Silver
M001251,CL0050,Bronze
M001252,CL0032,Bronze
M001253,CL0032,Silver
M001254,CL0033,Bronze
M001255,CL0031,Gold
M001256,CL0033,Bronze
M001257,CL0031,Bronze
M001258,CL0043,Bronze
M001259,CL0045,Silver
M001260,CL0050,Bronze
M001261,CL0033,Bronze
M001262,CL0032,Bronze
M001263,CL0037,Bronze
M001264,CL0043,Bronze
M001265,CL0033,Silver
M001266,CL0037,Silver
M001267,CL0038,Bronze
M001268,CL0037,Silver
M001269,CL0038,Gold
M001270,CL0016,Silver
M001271,CL0032,Gold
M001272,CL0033,Bronze
M001273,CL0001,Silver
M001274,CL0043,Bronze
M001275,CL0033,Gold
M001276,CL0013,Gold
M001277,CL0042,Silver
M001278,CL0037,Silver
M001279,CL0040,Silver
M001280,CL0030,Gold
M001281,CL0043,Silver
M001282,CL0031,Gold
M001283,CL0033,Silver
M001284,CL0001,Bronze
M001285,CL0033,Gold
M001286,CL0037,Bronze
M001287,CL0033,Gold
M001288,CL0032,Silver
M001289,CL0042,Silver
M001290,CL0037,Bronze
M001291,CL0019,Bronze
M001292,CL0050,Gold
M001293,CL0037,Silver
M001294,CL0050,Gold
M001295,CL0050,Silver
M001296,CL0048,Bronze
M001297,CL0040,Bronze
M001298,CL0033,Silver
M001299,CL0015,Silver
M001300,CL0032,Silver
M001301,CL0040,Bronze
M001302,CL0032,Gold
M001303,CL0043,Bronze
M001304,CL0012,Silver
M001305,CL0028,Silver
M001306,CL0032,Silver
M001307,CL0031,Silver
M001308,CL0012,Gold
M001309,CL0013,Silver
M001310,CL0043,Bronze
M001311,CL0032,Bronze
M001312,CL0010,Gold
M001313,CL0001,Silver
M001314,CL0032,Silver
M001315,CL0015,Silver
M001316,CL0037,Silver
M001317,CL0041,Silver
M001318,CL0016,Silver
M001319,CL0033,Gold
M001320,CL0013,Silver
M001321,CL0020,Bronze
M001322,CL0043,Silver
M001323,CL0032,Bronze
M001324,CL0043,Bronze
M001325,CL0016,Silver
M001326,CL0020,Bronze
M001327,CL0032,Silver
M001328,CL0032,Silver
M001329,CL0050,Bronze
M001330,CL0013,Bronze
M001331,CL0043,Silver
M001332,CL0043,Gold
M001333,CL0033,Silver
M001334,CL0020,Bronze
M001335,CL0032,Gold
M001336,CL0019,Gold
M001337,CL0041,Gold
M001338,CL0032,Bronze
M001339,CL0048,Gold
M001340,CL0033,Gold
M001341,CL0032,Bronze
M001342,CL0037,Silver
M001343,CL0032,Bronze
M001344,CL0045,Silver
M001345,CL0015,Silver
M001346,CL0050,Bronze
M001347,CL0042,Gold
M001348,CL0043,Gold
M001349,CL0032,Gold
M001350,CL0043,Bronze
M001351,CL0020,Silver
M001352,CL0040,Gold
M001353,CL0013,Bronze
M001354,CL0020,Silver
M001355,CL0032,Bronze
M001356,CL0020,Silver
M001357,CL0030,Silver
M001358,CL0043,Gold
M001359,CL0016,Silver
M001360,CL0038,Gold
M001361,CL0011,Bronze
M001362,CL0040,Silver
M001363,CL0041,Gold
M001364,CL0031,Silver
M001365,CL0037,Gold
M001366,CL0046,Silver
M001367,CL0042,Silver
M001368,CL0030,Gold
M001369,CL0032,Silver
M001370,CL0040,Silver
M001371,CL0019,Silver
M001372,CL0042,Gold
M001373,CL0020,Silver
M001374,CL0042,Silver
M001375,CL0012,Bronze
M001376,CL0008,Gold
M001377,CL0050,Silver
M001378,CL0043,Silver
M001379,CL0043,Bronze
M001380,CL0050,Silver
M001381,CL0032,Silver
M001382,CL0019,Silver
M001383,CL0013,Silver
M001384,CL0032,Silver
M001385,CL0016,Bronze
M001386,CL0050,Gold
M001387,CL0001,Silver
M001388,CL0013,Bronze
M001389,CL0016,Silver
M001390,CL0016,Gold
M001391,CL0016,Gold
M001392,CL0036,Gold
M001393,CL0020,Gold
M001394,CL0033,Silver
M001395,CL0043,Silver
M001396,CL0033,Gold
M001397,CL0037,Silver
M001398,CL0026,Silver
M001399,CL0014,Silver
M001400,CL0020,Bronze
M001401,CL0050,Silver
M001402,CL0033,Bronze
M001403,CL0019,Bronze
M001404,CL0032,Silver
M001405,CL0043,Bronze
M001406,CL0036,Bronze
M001407,CL0033,Bronze
M001408,CL0043,Silver
M001409,CL0037,Gold
M001410,CL0033,Silver
M001411,CL0015,Silver
M001412,CL0012,Silver
M001413,CL0050,Silver
M001414,CL0033,Gold
M001415,CL0031,Silver
M001416,CL0033,Silver
M001417,CL0010,Gold
M001418,CL0043,Silver
M001419,CL0016,Silver
M001420,CL0042,Silver
M001421,CL0032,Bronze
M001422,CL0019,Silver
M001423,CL0003,Gold
M001424,CL0042,Silver
M001425,CL0015,Bronze
M001426,CL0010,Silver
M001427,CL0040,Gold
M001428,CL0023,Silver
M001429,CL0030,Gold
M001430,CL0016,Bronze
M001431,CL0043,Silver
M001432,CL0019,Bronze
M001433,CL0016,Silver
M001434,CL0020,Gold
M001435,CL0016,Silver
M001436,CL0020,Silver
M001437,CL0011,Gold
M001438,CL0014,Silver
M001439,CL0031,Silver
M001440,CL0043,Silver
M001441,CL0010,Silver
M001442,CL0016,Silver
M001443,CL0045,Silver
M001444,CL0043,Bronze
M001445,CL0037,Bronze
M001446,CL0016,Bronze
M001447,CL0031,Gold
M001448,CL0016,Gold
M001449,CL0013,Silver
M001450,CL0027,Gold
M001451,CL0033,Bronze
M001452,CL0025,Gold
M001453,CL0033,Bronze
M001454,CL0019,Bronze
M001455,CL0021,Bronze
M001456,CL0041,Silver
M001457,CL0043,Silver
M001458,CL0020,Bronze
M001459,CL0033,Silver
M001460,CL0019,Silver
M001461,CL0010,Gold
M001462,CL0037,Bronze
M001463,CL0015,Bronze
M001464,CL0031,Silver
M001465,CL0032,Silver
M001466,CL0015,Silver
M001467,CL0012,Silver
M001468,CL0021,Silver
M001469,CL0050,Silver
M001470,CL0033,Gold
M001471,CL0028,Gold
M001472,CL0007,Silver
M001473,CL0033,Bronze
M001474,CL0012,Gold
M001475,CL0032,Bronze
M001476,CL0038,Gold
M001477,CL0031,Silver
M001478,CL0019,Silver
M001479,CL0010,Silver
M001480,CL0003,Silver
M001481,CL0031,Bronze
M001482,CL0043,Bronze
M001483,CL0016,Silver
M001484,CL0033,Bronze
M001485,CL0037,Silver
M001486,CL0010,Gold
M001487,CL0013,Bronze
M001488,CL0020,Silver
M001489,CL0037,Bronze
M001490,CL0032,Silver
M001491,CL0037,Silver
M001492,CL0043,Silver
M001493,CL0040,Bronze
M001494,CL0050,Bronze
M001495,CL0040,Bronze
M001496,CL0043,Gold
M001497,CL0043,Silver
M001498,CL0037,Silver
M001499,CL0042,Silver
M001500,CL0050,Silver
M001501,CL0032,Silver
M001502,CL0033,Bronze
M001503,CL0032,Silver
M001504,CL0043,Bronze
M001505,CL0031,Bronze
M001506,CL0043,Silver
M001507,CL0041,Gold
M001508,CL0050,Bronze
M001509,CL0016,Bronze
M001510,CL0037,Bronze
M001511,CL0040,Gold
M001512,CL0050,Bronze
M001513,CL0045,Gold
M001514,CL0033,Silver
M001515,CL0033,Silver
M001516,CL0015,Silver
M001517,CL0050,Silver
M001518,CL0016,Silver
M001519,CL0037,Silver
M001520,CL0041,Gold
M001521,CL0032,Silver
M001522,CL0016,Gold
M001523,CL0015,Gold
M001524,CL0043,Silver
M001525,CL0032,Gold
M001526,CL0012,Silver
M001527,CL0037,Silver
M001528,CL0016,Silver
M001529,CL0043,Silver
M001530,CL0020,Silver
M001531,CL0016,Bronze
M001532,CL0012,Gold
M001533,CL0032,Bronze
M001534,CL0032,Bronze
M001535,CL0038,Bronze
M001536,CL0032,Silver
M001537,CL0020,Silver
M001538,CL0016,Gold
M001539,CL0019,Silver
M001540,CL0049,Gold
M001541,CL0015,Bronze
M001542,CL0050,Silver
M001543,CL0020,Silver
M001544,CL0012,Bronze
M001545,CL0016,Silver
M001546,CL0010,Gold
M001547,CL0041,Silver
M001548,CL0032,Gold
M001549,CL0020,Silver
M001550,CL0036,Bronze
M001551,CL0033,Gold
M001552,CL0050,Gold
M001553,CL0050,Silver
M001554,CL0037,Bronze
M001555,CL0042,Bronze
M001556,CL0041,Gold
M001557,CL0032,Bronze
M001558,CL0037,Bronze
M001559,CL0011,Silver
M001560,CL0040,Gold
M001561,CL0050,Silver
M001562,CL0012,Silver
M001563,CL0043,Silver
M001564,CL0050,Gold
M001565,CL0016,Silver
M001566,CL0032,Bronze
M001567,CL0049,Bronze
M001568,CL0050,Bronze
M001569,CL0013,Bronze
M001570,CL0021,Silver
M001571,CL0037,Bronze
M001572,CL0016,Gold
M001573,CL0020,Bronze
M001574,CL0002,Gold
M001575,CL0013,Bronze
M001576,CL0033,Silver
M001577,CL0033,Gold
M001578,CL0033,Gold
M001579,CL0040,Bronze
M001580,CL0031,Gold
M001581,CL0019,Gold
M001582,CL0001,Silver
M001583,CL0016,Silver
M001584,CL0020,Silver
M001585,CL0015,Silver
M001586,CL0001,Bronze
M001587,CL0014,Bronze
M001588,CL0036,Silver
M001589,CL0033,Bronze
M001590,CL0050,Bronze
M001591,CL0041,Bronze
M001592,CL0033,Silver
M001593,CL0013,Silver
M001594,CL0033,Gold
M001595,CL0010,Gold
M001596,CL0031,Gold
M001597,CL0030,Bronze
M001598,CL0031,Silver
M001599,CL0019,Silver
M001600,CL0037,Bronze
M001601,CL0043,Bronze
M001602,CL0040,Gold
M001603,CL0033,Silver
M001604,CL0032,Silver
M001605,CL0003,Silver
M001606,CL0037,Gold
M001607,CL0032,Gold
M001608,CL0019,Gold
M001609,CL0020,Bronze
M001610,CL0050,Silver
M001611,CL0033,Bronze
M001612,CL0032,Gold
M001613,CL0033,Bronze
M001614,CL0031,Silver
M001615,CL0032,Gold
M001616,CL0019,Silver
M001617,CL0032,Bronze
M001618,CL0037,Bronze
M001619,CL0007,Silver
M001620,CL0041,Silver
M001621,CL0019,Silver
M001622,CL0037,Bronze
M001623,CL0033,Silver
M001624,CL0033,Silver
M001625,CL0033,Gold
M001626,CL0050,Silver
M001627,CL0032,Gold
M001628,CL0037,Bronze
M001629,CL0037,Gold
M001630,CL0016,Gold
M001631,CL0019,Silver
M001632,CL0031,Gold
M001633,CL0019,Silver
M001634,CL0026,Gold
M001635,CL0030,Gold
M001636,CL0033,Gold
M001637,CL0016,Bronze
M001638,CL0042,Bronze
M001639,CL0032,Silver
M001640,CL0037,Silver
M001641,CL0011,Bronze
M001642,CL0032,Silver
M001643,CL0003,Bronze
M001644,CL0037,Gold
M001645,CL0020,Silver
M001646,CL0050,Bronze
M001647,CL0020,Bronze
M001648,CL0033,Gold
M001649,CL0016,Silver
M001650,CL0033,Silver
M001651,CL0032,Gold
M001652,CL0027,Gold
M001653,CL0016,Bronze
M001654,CL0012,Silver
M001655,CL0013,Gold
M001656,CL0050,Bronze
M001657,CL0031,Silver
M001658,CL0001,Gold
M001659,CL0050,Bronze
M001660,CL0001,Silver
M001661,CL0031,Bronze
M001662,CL0037,Bronze
M001663,CL0046,Bronze
M001664,CL0037,Silver
M001665,CL0032,Silver
M001666,CL0050,Gold
M001667,CL0007,Gold
M001668,CL0050,Gold
M001669,CL0043,Gold
M001670,CL0050,Bronze
M001671,CL0016,Silver
M001672,CL0013,Gold
M001673,CL0036,Gold
M001674,CL0032,Silver
M001675,CL0032,Silver
M001676,CL0048,Gold
M001677,CL0033,Silver
M001678,CL0020,Gold
M001679,CL0031,Gold
M001680,CL0013,Silver
M001681,CL0015,Bronze
M001682,CL0013,Gold
M001683,CL0042,Gold
M001684,CL0037,Bronze
M001685,CL0032,Gold
M001686,CL0027,Bronze
M001687,CL0036,Gold
M001688,CL0042,Gold
M001689,CL0043,Bronze
M001690,CL0033,Gold
M001691,CL0043,Bronze
M001692,CL0032,Gold
M001693,CL0032,Silver
M001694,CL0043,Silver
M001695,CL0030,Gold
M001696,CL0030,Bronze
M001697,CL0020,Silver
M001698,CL0032,Silver
M001699,CL0032,Bronze
M001700,CL0036,Bronze
M001701,CL0031,Silver
M001702,CL0016,Silver
M001703,CL0043,Silver
M001704,CL0021,Silver
M001705,CL0048,Silver
M001706,CL0016,Bronze
M001707,CL0033,Bronze
M001708,CL0032,Bronze
M001709,CL0043,Silver
M001710,CL0013,Bronze
M001711,CL0045,Gold
M001712,CL0032,Bronze
M001713,CL0033,Silver
M001714,CL0032,Gold
M001715,CL0005,Bronze
M001716,CL0032,Silver
M001717,CL0016,Bronze
M001718,CL0020,Gold
M001719,CL0033,Bronze
M001720,CL0032,Bronze
M001721,CL0012,Silver
M001722,CL0010,Silver
M001723,CL0015,Gold
M001724,CL0015,Gold
M001725,CL0033,Gold
M001726,CL0015,Bronze
M001727,CL0043,Silver
M001728,CL0016,Bronze
M001729,CL0012,Bronze
M001730,CL0043,Bronze
M001731,CL0019,Silver
M001732,CL0031,Silver
M001733,CL0050,Gold
M001734,CL0050,Silver
M001735,CL0037,Bronze
M001736,CL0010,Bronze
M001737,CL0033,Silver
M001738,CL0050,Silver
M001739,CL0050,Bronze
M001740,CL0012,Silver
M001741,CL0030,Gold
M001742,CL0020,Bronze
M001743,CL0013,Gold
M001744,CL0037,Gold
M001745,CL0019,Gold
M001746,CL0020,Bronze
M001747,CL0012,Bronze
M001748,CL0032,Silver
M001749,CL0014,Silver
M001750,CL0031,Bronze
M001751,CL0013,Silver
M001752,CL0050,Silver
M001753,CL0013,Bronze
M001754,CL0032,Bronze
M001755,CL0016,Gold
M001756,CL0011,Silver
M001757,CL0016,Bronze
M001758,CL0010,Gold
M001759,CL0013,Gold
M001760,CL0032,Silver
M001761,CL0033,Bronze
M001762,CL0012,Silver
M001763,CL0032,Silver
M001764,CL0033,Gold
M001765,CL0016,Bronze
M001766,CL0027,Silver
M001767,CL0010,Bronze
M001768,CL0016,Gold
M001769,CL0032,Bronze
M001770,CL0050,Silver
M001771,CL0050,Silver
M001772,CL0050,Gold
M001773,CL0031,Silver
M001774,CL0011,Silver
M001775,CL0020,Gold
M001776,CL0016,Silver
M001777,CL0001,Silver
M001778,CL0012,Gold
M001779,CL0032,Silver
M001780,CL0020,Silver
M001781,CL0015,Silver
M001782,CL0037,Bronze
M001783,CL0024,Silver
M001784,CL0043,Silver
M001785,CL0016,Bronze
M001786,CL0032,Silver
M001787,CL0015,Silver
M001788,CL0032,Bronze
M001789,CL0013,Silver
M001790,CL0014,Silver
M001791,CL0033,Bronze
M001792,CL0016,Bronze
M001793,CL0015,Silver
M001794,CL0050,Silver
M001795,CL0008,Gold
M001796,CL0033,Silver
M001797,CL0033,Gold
M001798,CL0016,Bronze
M001799,CL0032,Silver
M001800,CL0012,Silver
M001801,CL0037,Silver
M001802,CL0016,Gold
M001803,CL0015,Silver
M001804,CL0020,Bronze
M001805,CL0045,Silver
M001806,CL0041,Bronze
M001807,CL0050,Bronze
M001808,CL0033,Silver
M001809,CL0036,Bronze
M001810,CL0032,Silver
M001811,CL0045,Silver
M001812,CL0032,Gold
M001813,CL0024,Silver
M001814,CL0033,Silver
M001815,CL0033,Silver
M001816,CL0013,Silver
M001817,CL0030,Bronze
M001818,CL0020,Silver
M001819,CL0043,Bronze
M001820,CL0027,Silver
M001821,CL0043,Gold
M001822,CL0032,Silver
M001823,CL0038,Silver
M001824,CL0013,Bronze
M001825,CL0048,Silver
M001826,CL0032,Gold
M001827,CL0016,Silver
M001828,CL0016,Gold
M001829,CL0016,Silver
M001830,CL0026,Bronze
M001831,CL0037,Gold
M001832,CL0050,Silver
M001833,CL0036,Silver
M001834,CL0033,Gold
M001835,CL0032,Gold
M001836,CL0043,Gold
M001837,CL0043,Silver
M001838,CL0019,Silver
M001839,CL0050,Silver
M001840,CL0030,Silver
M001841,CL0042,Bronze
M001842,CL0050,Gold
M001843,CL0037,Bronze
M001844,CL0014,Gold
M001845,CL0033,Bronze
M001846,CL0013,Bronze
M001847,CL0040,Bronze
M001848,CL0019,Silver
M001849,CL0037,Bronze
M001850,CL0045,Bronze
M001851,CL0015,Silver
M001852,CL0030,Silver
M001853,CL0033,Bronze
M001854,CL0031,Silver
M001855,CL0015,Bronze
M001856,CL0003,Gold
M001857,CL0031,Gold
M001858,CL0033,Silver
M001859,CL0033,Bronze
M001860,CL0014,Bronze
M001861,CL0032,Silver
M001862,CL0026,Bronze
M001863,CL0019,Silver
M001864,CL0037,Bronze
M001865,CL0020,Silver
M001866,CL0032,Silver
M001867,CL0048,Bronze
M001868,CL0032,Bronze
M001869,CL0033,Silver
M001870,CL0010,Silver
M001871,CL0015,Silver
M001872,CL0012,Silver
M001873,CL0040,Silver
M001874,CL0043,Bronze
M001875,CL0015,Silver
M001876,CL0016,Gold
M001877,CL0020,Bronze
M001878,CL0033,Gold
M001879,CL0033,Gold
M001880,CL0037,Gold
M001881,CL0045,Bronze
M001882,CL0019,Gold
M001883,CL0036,Bronze
M001884,CL0033,Silver
M001885,CL0020,Silver
M001886,CL0045,Bronze
M001887,CL0012,Silver
M001888,CL0037,Gold
M001889,CL0037,Bronze
M001890,CL0046,Silver
M001891,CL0032,Gold
M001892,CL0020,Bronze
M001893,CL0043,Gold
M001894,CL0040,Gold
M001895,CL0032,Bronze
M001896,CL0040,Silver
M001897,CL0016,Bronze
M001898,CL0033,Gold
M001899,CL0043,Bronze
M001900,CL0020,Silver
M001901,CL0032,Silver
M001902,CL0050,Silver
M001903,CL0041,Silver
M001904,CL0043,Bronze
M001905,CL0030,Silver
M001906,CL0050,Silver
M001907,CL0013,Silver
M001908,CL0032,Silver
M001909,CL0032,Bronze
M001910,CL0041,Bronze
M001911,CL0045,Bronze
M001912,CL0037,Silver
M001913,CL0033,Bronze
M001914,CL0031,Bronze
M001915,CL0032,Silver
M001916,CL0032,Silver
M001917,CL0001,Silver
M001918,CL0032,Gold
M001919,CL0043,Silver
M001920,CL0037,Silver
M001921,CL0041,Bronze
M001922,CL0030,Gold
M001923,CL0032,Silver
M001924,CL0003,Bronze
M001925,CL0028,Bronze
M001926,CL0032,Bronze
M001927,CL0016,Silver
M001928,CL0003,Bronze
M001929,CL0037,Gold
M001930,CL0032,Silver
M001931,CL0031,Gold
M001932,CL0016,Bronze
M001933,CL0032,Silver
M001934,CL0032,Gold
M001935,CL0032,Bronze
M001936,CL0033,Gold
M001937,CL0001,Bronze
M001938,CL0045,Silver
M001939,CL0010,Gold
M001940,CL0032,Bronze
M001941,CL0016,Bronze
M001942,CL0032,Bronze
M001943,CL0019,Bronze
M001944,CL0043,Silver
M001945,CL0030,Silver
M001946,CL0033,Bronze
M001947,CL0016,Silver
M001948,CL0001,Silver
M001949,CL0031,Gold
M001950,CL0032,Gold
M001951,CL0032,Gold
M001952,CL0050,Bronze
M001953,CL0037,Bronze
M001954,CL0050,Silver
M001955,CL0019,Bronze
M001956,CL0040,Bronze
M001957,CL0033,Gold
M001958,CL0033,Silver
M001959,CL0050,Silver
M001960,CL0034,Silver
M001961,CL0045,Bronze
M001962,CL0037,Bronze
M001963,CL0013,Gold
M001964,CL0037,Bronze
M001965,CL0032,Silver
M001966,CL0048,Bronze
M001967,CL0042,Bronze
M001968,CL0012,Bronze
M001969,CL0013,Bronze
M001970,CL0010,Silver
M001971,CL0032,Bronze
M001972,CL0011,Silver
M001973,CL0037,Silver
M001974,CL0033,Silver
M001975,CL0043,Bronze
M001976,CL0019,Bronze
M001977,CL0032,Bronze
M001978,CL0013,Bronze
M001979,CL0043,Silver
M001980,CL0015,Silver
M001981,CL0012,Bronze
M001982,CL0016,Bronze
M001983,CL0042,Silver
M001984,CL0012,Bronze
M001985,CL0033,Silver
M001986,CL0038,Gold
M001987,CL0038,Gold
M001988,CL0015,Silver
M001989,CL0010,Silver
M001990,CL0032,Gold
M001991,CL0016,Silver
M001992,CL0037,Silver
M001993,CL0024,Silver
M001994,CL0032,Gold
M001995,CL0012,Bronze
M001996,CL0033,Silver
M001997,CL0015,Silver
M001998,CL0037,Silver
M001999,CL0010,Bronze
M002000,CL0050,Gold
M002001,CL0037,Bronze
M002002,CL0015,Silver
M002003,CL0001,Gold
M002004,CL0020,Bronze
M002005,CL0013,Silver
M002006,CL0016,Silver
M002007,CL0043,Silver
M002008,CL0033,Bronze
M002009,CL0015,Silver
M002010,CL0033,Silver
M002011,CL0016,Bronze
M002012,CL0050,Silver
M002013,CL0003,Silver
M002014,CL0037,Silver
M002015,CL0040,Gold
M002016,CL0010,Silver
M002017,CL0015,Bronze
M002018,CL0029,Silver
M002019,CL0043,Silver
M002020,CL0032,Silver
M002021,CL0035,Bronze
M002022,CL0040,Bronze
M002023,CL0043,Gold
M002024,CL0032,Bronze
M002025,CL0032,Bronze
M002026,CL0037,Gold
M002027,CL0016,Silver
M002028,CL0043,Bronze
M002029,CL0001,Bronze
M002030,CL0015,Silver
M002031,CL0042,Silver
M002032,CL0020,Bronze
M002033,CL0013,Silver
M002034,CL0015,Bronze
M002035,CL0032,Bronze
M002036,CL0043,Silver
M002037,CL0010,Silver
M002038,CL0003,Silver
M002039,CL0032,Bronze
M002040,CL0050,Silver
M002041,CL0019,Bronze
M002042,CL0050,Bronze
M002043,CL0043,Silver
M002044,CL0019,Silver
M002045,CL0042,Gold
M002046,CL0037,Gold
M002047,CL0032,Silver
M002048,CL0031,Gold
M002049,CL0042,Bronze
M002050,CL0041,Gold
M002051,CL0040,Bronze
M002052,CL0050,Silver
M002053,CL0032,Bronze
M002054,CL0042,Silver
M002055,CL0043,Silver
M002056,CL0016,Bronze
M002057,CL0008,Gold
M002058,CL0031,Gold
M002059,CL0043,Silver
M002060,CL0019,Bronze
M002061,CL0037,Silver
M002062,CL0001,Bronze
M002063,CL0024,Bronze
M002064,CL0033,Bronze
M002065,CL0013,Silver
M002066,CL0045,Bronze
M002067,CL0014,Silver
M002068,CL0045,Silver
M002069,CL0016,Gold
M002070,CL0050,Gold
M002071,CL0033,Gold
M002072,CL0011,Bronze
M002073,CL0010,Gold
M002074,CL0011,Silver
M002075,CL0033,Bronze
M002076,CL0042,Silver
M002077,CL0031,Silver
M002078,CL0032,Silver
M002079,CL0033,Gold
M002080,CL0032,Silver
M002081,CL0037,Bronze
M002082,CL0032,Silver
M002083,CL0037,Gold
M002084,CL0050,Silver
M002085,CL0023,Silver
M002086,CL0001,Gold
M002087,CL0013,Bronze
M002088,CL0033,Silver
M002089,CL0020,Gold
